Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind,ALL_EGcoal,ALL_EGgas,ALL_EGnuclear
100,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.20335,0.219344048,0.248563492,0,0,0,0,0,0,0,0.182811111,0.084835,0.143574074,0.206856667,0.162008739,0.85,0.85,0.709166667
101,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.232833333,0.215334524,0.253409524,0,0,0,0,0,0,0,0.163744444,0.09149,0.140763158,0.193175,0.162474454,0.85,0.85,0.709166667
102,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.258383333,0.226117857,0.245577778,0,0,0,0,0,0,0,0.1726,0.09556,0.140235283,0.194441833,0.169636134,0.85,0.85,0.709166667
103,0.21,0.21,0.21,0.21,0.21,0,0.01443,0,0,0,0.292716667,0.233140476,0.241707937,0,0,0,0.01513,0,0,0,0.167011111,0.112175,0.144693957,0.195493167,0.172659244,0.85,0.85,0.709166667
104,0.21,0.21,0.21,0.21,0.21,0.102716667,0.201265,0.016444444,0.061162333,0.028890357,0.314316667,0.233357143,0.214495238,0,0,0.101566667,0.22527,0.014814035,0.059501897,0.033073697,0.169377778,0.12269,0.147451852,0.189833833,0.1652,0.85,0.85,0.709166667
105,0.21,0.21,0.21,0.21,0.21,0.2536,0.363595,0.152394074,0.239996,0.196531786,0.318166667,0.2415,0.206422222,0,0,0.2479,0.38537,0.154309747,0.234898846,0.201300924,0.128288889,0.115105,0.143821442,0.1659315,0.161095126,0.85,0.85,0.709166667
106,0.21,0.21,0.21,0.21,0.21,0.377433333,0.472915,0.279971111,0.399599333,0.360031429,0.338733333,0.245157143,0.204277778,0,0,0.367177778,0.49951,0.283719883,0.396323487,0.364075798,0.094244444,0.10348,0.148178363,0.129815333,0.13821563,0.85,0.85,0.709166667
107,0.21,0.21,0.21,0.21,0.21,0.483716667,0.55315,0.375308148,0.515441,0.490594643,0.335583333,0.245519048,0.20254127,0,0,0.471811111,0.553155,0.37214425,0.519213346,0.49264084,0.076422222,0.104465,0.128675049,0.115015167,0.102571513,0.85,0.85,0.709166667
108,0.21,0.21,0.21,0.21,0.21,0.508733333,0.566695,0.436828148,0.579347,0.569237857,0.320916667,0.229571429,0.190426984,0,0,0.5211,0.547695,0.422602729,0.586174654,0.569395042,0.088344444,0.09439,0.126395517,0.1128715,0.086370672,0.85,0.85,0.709166667
109,0.21,0.21,0.21,0.21,0.21,0.48595,0.573635,0.46154963,0.591874667,0.586735,0.3042,0.217182143,0.166374603,0,0,0.4845,0.54126,0.453310526,0.597215974,0.59679042,0.077755556,0.095095,0.128345419,0.112314333,0.07367916,0.85,0.85,0.709166667
110,0.21,0.21,0.21,0.21,0.21,0.457166667,0.515125,0.438454074,0.567035667,0.569676071,0.289383333,0.200114286,0.15021746,0,0,0.455733333,0.47365,0.452881481,0.573067,0.579027143,0.074488889,0.08408,0.136580507,0.1149545,0.066741765,0.85,0.85,0.709166667
111,0.21,0.21,0.21,0.21,0.21,0.379266667,0.39659,0.388254074,0.503484667,0.506375,0.27945,0.202253571,0.136444444,0,0,0.382266667,0.37185,0.395826511,0.503806654,0.514585462,0.073144444,0.07599,0.145704288,0.116623333,0.061354874,0.85,0.85,0.709166667
112,0.21,0.21,0.21,0.21,0.21,0.246583333,0.23714,0.2863,0.394025667,0.384621071,0.267066667,0.19705119,0.135528571,0,0,0.2522,0.23137,0.299636842,0.392921833,0.391977731,0.065777778,0.064945,0.152859259,0.119580667,0.059980924,0.85,0.85,0.709166667
113,0.21,0.21,0.21,0.21,0.21,0.087833333,0.03439,0.146994815,0.236093,0.235719286,0.247166667,0.199833333,0.139239683,0,0,0.076055556,0.03025,0.152640351,0.24060759,0.236024706,0.058122222,0.07763,0.16070078,0.119398833,0.065881176,0.85,0.85,0.709166667
114,0.21,0.21,0.21,0.21,0.21,0,0,0.007465926,0.061521,0.059142857,0.230866667,0.204967857,0.144239683,0,0,0,0,0.00494152,0.06388809,0.057141849,0.082511111,0.090205,0.180204483,0.137812333,0.081361765,0.85,0.85,0.709166667
115,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.221833333,0.212439286,0.154850794,0,0,0,0,0,0,0,0.1053,0.100615,0.196900585,0.173544,0.111137395,0.85,0.85,0.709166667
116,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.203966667,0.218119048,0.172379365,0,0,0,0,0,0,0,0.1329,0.086805,0.201802144,0.208618,0.12858084,0.85,0.85,0.709166667
117,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.18315,0.212741667,0.191290476,0,0,0,0,0,0,0,0.143688889,0.090215,0.203524172,0.236446833,0.139185042,0.85,0.85,0.709166667
118,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.176783333,0.21425119,0.20712381,0,0,0,0,0,0,0,0.146955556,0.085815,0.189807602,0.244446333,0.151481681,0.85,0.85,0.709166667
119,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.1753,0.214197619,0.226290476,0,0,0,0,0,0,0,0.155622222,0.11622,0.201810916,0.25472,0.163667143,0.85,0.85,0.709166667
120,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.180183333,0.20727619,0.243588889,0,0,0,0,0,0,0,0.174511111,0.11124,0.20152924,0.248065833,0.167735882,0.85,0.85,0.709166667
121,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.182883333,0.193158333,0.243331746,0,0,0,0,0,0,0,0.197177778,0.11459,0.18012768,0.237421,0.175196975,0.85,0.85,0.709166667
122,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.2008,0.195288095,0.257528571,0,0,0,0,0,0,0,0.186988889,0.1026,0.174522807,0.233989333,0.174710756,0.85,0.85,0.709166667
123,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.216066667,0.193957143,0.274912698,0,0,0,0,0,0,0,0.166477778,0.09326,0.163706628,0.215582333,0.175837143,0.85,0.85,0.709166667
124,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.240683333,0.20097381,0.280768254,0,0,0,0,0,0,0,0.158544444,0.09282,0.175404678,0.201679833,0.181297983,0.85,0.85,0.709166667
125,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.261783333,0.189403571,0.272092063,0,0,0,0,0,0,0,0.161311111,0.100365,0.156141326,0.189360333,0.176195546,0.85,0.85,0.709166667
126,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.27275,0.194483333,0.263539683,0,0,0,0,0,0,0,0.166088889,0.094655,0.133126706,0.181058667,0.17897084,0.85,0.85,0.709166667
127,0.21,0.21,0.21,0.21,0.21,0,0.01387,0,0,0,0.286666667,0.197482143,0.252322222,0,0,0,0.01412,0,0,0,0.174277778,0.09087,0.129144639,0.171832333,0.185862101,0.85,0.85,0.709166667
128,0.21,0.21,0.21,0.21,0.21,0.119533333,0.19816,0.017732593,0.059785,0.032392143,0.301216667,0.199890476,0.231149206,0,0,0.100944444,0.224655,0.01529883,0.059454526,0.035523025,0.163366667,0.085075,0.122923002,0.163587833,0.190870252,0.85,0.85,0.709166667
129,0.21,0.21,0.21,0.21,0.21,0.28745,0.35691,0.145462963,0.234456667,0.203358929,0.2925,0.207007143,0.229625397,0,0,0.245588889,0.392055,0.14755575,0.233416974,0.204066891,0.130533333,0.078855,0.118927096,0.148662333,0.18828395,0.85,0.85,0.709166667
130,0.21,0.21,0.21,0.21,0.21,0.405083333,0.48081,0.276418519,0.386096667,0.375123571,0.2884,0.208804762,0.228006349,0,0,0.3616,0.515305,0.270625536,0.391226474,0.37193916,0.090011111,0.07305,0.101504483,0.118417667,0.147184622,0.85,0.85,0.709166667
131,0.21,0.21,0.21,0.21,0.21,0.51615,0.57344,0.364239259,0.501425,0.497602143,0.275683333,0.218016667,0.225580952,0,0,0.458177778,0.578555,0.360779532,0.509506564,0.496817143,0.052144444,0.071685,0.083160819,0.114776333,0.104151681,0.85,0.85,0.709166667
132,0.21,0.21,0.21,0.21,0.21,0.555433333,0.571985,0.42242963,0.559516333,0.570587857,0.252233333,0.201484524,0.211971429,0,0,0.506811111,0.583985,0.416541715,0.576819487,0.57638479,0.048055556,0.07257,0.072452827,0.116982833,0.075835798,0.85,0.85,0.709166667
133,0.21,0.21,0.21,0.21,0.21,0.533083333,0.56501,0.45186963,0.56733,0.588963929,0.232366667,0.18755119,0.191155556,0,0,0.488644444,0.580625,0.443224951,0.583655141,0.597306807,0.045477778,0.08153,0.068301949,0.122656167,0.059409748,0.85,0.85,0.709166667
134,0.21,0.21,0.21,0.21,0.21,0.498533333,0.49701,0.445133333,0.543248667,0.57369,0.214733333,0.180379762,0.179969841,0,0,0.473877778,0.536655,0.447006238,0.557278923,0.576977983,0.041977778,0.065125,0.072321053,0.128182333,0.051046303,0.85,0.85,0.709166667
135,0.21,0.21,0.21,0.21,0.21,0.404683333,0.38586,0.374105926,0.480985667,0.505296071,0.206933333,0.178941667,0.183965079,0,0,0.396111111,0.413415,0.380986745,0.489767064,0.50292958,0.045333333,0.06564,0.078886355,0.130666667,0.049532689,0.85,0.85,0.709166667
136,0.21,0.21,0.21,0.21,0.21,0.257666667,0.229095,0.282285926,0.371413333,0.385091071,0.205383333,0.179691667,0.191590476,0,0,0.254444444,0.23967,0.283580897,0.378486731,0.386417227,0.045555556,0.07161,0.082740741,0.132403833,0.047192185,0.85,0.85,0.709166667
137,0.21,0.21,0.21,0.21,0.21,0.095783333,0.035565,0.135902222,0.222846333,0.241541071,0.2003,0.181563095,0.196849206,0,0,0.083577778,0.03021,0.142469396,0.232465859,0.23569563,0.051744444,0.071045,0.090207212,0.131125333,0.051152521,0.85,0.85,0.709166667
138,0.21,0.21,0.21,0.21,0.21,0,0,0.007073333,0.058849333,0.059139643,0.187166667,0.196825,0.206709524,0,0,0,0,0.005347563,0.061642103,0.055414958,0.077755556,0.075195,0.094459064,0.147285833,0.076978739,0.85,0.85,0.709166667
139,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.16085,0.203915476,0.217673016,0,0,0,0,0,0,0,0.103944444,0.078695,0.101663548,0.173669167,0.100427227,0.85,0.85,0.709166667
140,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.139233333,0.212135714,0.229947619,0,0,0,0,0,0,0,0.121588889,0.08638,0.115730409,0.194464333,0.116675294,0.85,0.85,0.709166667
141,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.125083333,0.207327381,0.247757143,0,0,0,0,0,0,0,0.134377778,0.08545,0.125269786,0.205980667,0.135327227,0.85,0.85,0.709166667
142,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.111516667,0.200892857,0.265977778,0,0,0,0,0,0,0,0.146388889,0.08315,0.140680897,0.214868333,0.150367815,0.85,0.85,0.709166667
143,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.114183333,0.198766667,0.280066667,0,0,0,0,0,0,0,0.149733333,0.084765,0.141130214,0.217834,0.159499748,0.85,0.85,0.709166667
144,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.126283333,0.194139286,0.280580952,0,0,0,0,0,0,0,0.142911111,0.08963,0.138567057,0.220937,0.165002101,0.85,0.85,0.709166667
145,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.143833333,0.180309524,0.28624127,0,0,0,0,0,0,0,0.144411111,0.090365,0.136847563,0.2197065,0.173172017,0.85,0.85,0.709166667
146,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.16405,0.179558333,0.281652381,0,0,0,0,0,0,0,0.138888889,0.0914,0.139905068,0.209459333,0.179013697,0.85,0.85,0.709166667
147,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.194716667,0.177813095,0.268693651,0,0,0,0,0,0,0,0.137144444,0.076085,0.141552242,0.195983833,0.186893613,0.85,0.85,0.709166667
148,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.231583333,0.177317857,0.283712698,0,0,0,0,0,0,0,0.144366667,0.06477,0.129273684,0.181539833,0.183103782,0.85,0.85,0.709166667
149,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.242233333,0.176157143,0.287112698,0,0,0,0,0,0,0,0.149955556,0.055755,0.114261598,0.173044,0.185744202,0.85,0.85,0.709166667
150,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.247983333,0.182790476,0.26752381,0,0,0,0,0,0,0,0.135755556,0.05283,0.111130409,0.174267833,0.185671849,0.85,0.85,0.709166667
151,0.21,0.21,0.21,0.21,0.21,0,0.013385,0,0,0,0.253066667,0.179958333,0.250995238,0,0,0,0.013285,0,0,0,0.130388889,0.048545,0.109875634,0.172276,0.187694454,0.85,0.85,0.709166667
152,0.21,0.21,0.21,0.21,0.21,0.111166667,0.199875,0.017628889,0.057068,0.029166429,0.241016667,0.188653571,0.227215873,0,0,0.105711111,0.22893,0.015938596,0.055933821,0.032857731,0.128477778,0.04671,0.112177973,0.172784333,0.189391933,0.85,0.85,0.709166667
153,0.21,0.21,0.21,0.21,0.21,0.284566667,0.370765,0.154015556,0.225737333,0.198509643,0.232733333,0.198205952,0.217901587,0,0,0.268766667,0.400335,0.164088109,0.223181256,0.199149496,0.094777778,0.048195,0.099305653,0.155743833,0.180007731,0.85,0.85,0.709166667
154,0.21,0.21,0.21,0.21,0.21,0.395766667,0.499305,0.288801481,0.387958333,0.366510714,0.226166667,0.203244048,0.208766667,0,0,0.394,0.51003,0.293016179,0.381058103,0.368310924,0.0625,0.05302,0.093170955,0.120859833,0.145795042,0.85,0.85,0.709166667
155,0.21,0.21,0.21,0.21,0.21,0.519433333,0.57731,0.386548889,0.502268667,0.4917175,0.214683333,0.206780952,0.214704762,0,0,0.503511111,0.576665,0.380105848,0.499130885,0.496090672,0.040188889,0.04745,0.073499805,0.122565333,0.105478571,0.85,0.85,0.709166667
156,0.21,0.21,0.21,0.21,0.21,0.567516667,0.58885,0.453835556,0.569047667,0.568191429,0.195983333,0.198288095,0.192426984,0,0,0.548266667,0.58131,0.432542495,0.573794846,0.575321008,0.041955556,0.050235,0.061415595,0.129168,0.082405294,0.85,0.85,0.709166667
157,0.21,0.21,0.21,0.21,0.21,0.5431,0.58615,0.476788148,0.578504333,0.589420357,0.178516667,0.189558333,0.158271429,0,0,0.565922222,0.5785,0.464237817,0.581644115,0.591536555,0.042722222,0.052865,0.055393372,0.136232167,0.067550672,0.85,0.85,0.709166667
158,0.21,0.21,0.21,0.21,0.21,0.509033333,0.495595,0.462034074,0.562351,0.571031071,0.1608,0.18407381,0.140904762,0,0,0.525122222,0.519235,0.464640156,0.557541218,0.572650588,0.038844444,0.05969,0.06807271,0.139236,0.064697143,0.85,0.85,0.709166667
159,0.21,0.21,0.21,0.21,0.21,0.408783333,0.380585,0.407625185,0.502428667,0.502627143,0.151683333,0.179925,0.131673016,0,0,0.4214,0.41388,0.410713255,0.496439551,0.498627395,0.040433333,0.068275,0.071734893,0.137018167,0.063664622,0.85,0.85,0.709166667
160,0.21,0.21,0.21,0.21,0.21,0.25995,0.22679,0.286647407,0.391497333,0.387239643,0.140783333,0.181671429,0.139128571,0,0,0.270233333,0.24871,0.296934698,0.388044372,0.379147395,0.040788889,0.071365,0.091517349,0.130132333,0.056444286,0.85,0.85,0.709166667
161,0.21,0.21,0.21,0.21,0.21,0.091133333,0.034405,0.148503704,0.235718333,0.231134286,0.122733333,0.185930952,0.146912698,0,0,0.082555556,0.034305,0.162888694,0.236716718,0.227085294,0.039555556,0.08416,0.095998635,0.127482167,0.057760336,0.85,0.85,0.709166667
162,0.21,0.21,0.21,0.21,0.21,0,0,0.009058519,0.063189,0.056606429,0.104383333,0.18874881,0.162066667,0,0,3.33E-05,0,0.006631579,0.062634141,0.054039916,0.054944444,0.10439,0.120531384,0.138945833,0.078740672,0.85,0.85,0.709166667
163,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.092416667,0.202121429,0.179955556,0,0,0,0,0,0,0,0.081611111,0.119595,0.138908187,0.176237833,0.115618655,0.85,0.85,0.709166667
164,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.0807,0.218621429,0.19634127,0,0,0,0,0,0,0,0.119233333,0.12565,0.151224756,0.200402833,0.144632353,0.85,0.85,0.709166667
165,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.07735,0.221410714,0.216911111,0,0,0,0,0,0,0,0.116755556,0.117515,0.153856725,0.217912167,0.162287227,0.85,0.85,0.709166667
166,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.077083333,0.214858333,0.233328571,0,0,0,0,0,0,0,0.123511111,0.103935,0.162332749,0.227899167,0.178161933,0.85,0.85,0.709166667
167,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.081666667,0.210097619,0.268939683,0,0,0,0,0,0,0,0.137755556,0.094855,0.161645809,0.227762833,0.181367647,0.85,0.85,0.709166667
168,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.089283333,0.195591667,0.2878,0,0,0,0,0,0,0,0.147544444,0.091185,0.15712729,0.228685833,0.184087143,0.85,0.85,0.709166667
169,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.102533333,0.177196429,0.277412698,0,0,0,0,0,0,0,0.1426,0.084835,0.162757505,0.215129333,0.179042269,0.85,0.85,0.709166667
170,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.116516667,0.169564286,0.281938095,0,0,0,0,0,0,0,0.143477778,0.07065,0.151931579,0.210113167,0.176975462,0.85,0.85,0.709166667
171,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.141666667,0.158947619,0.274469841,0,0,0,0,0,0,0,0.150655556,0.068485,0.150671735,0.2080685,0.180569832,0.85,0.85,0.709166667
172,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.164116667,0.150525,0.286020635,0,0,0,0,0,0,0,0.163355556,0.07108,0.149618713,0.188864667,0.179024706,0.85,0.85,0.709166667
173,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.198233333,0.14349881,0.26441746,0,0,0,0,0,0,0,0.165688889,0.05725,0.142758869,0.1863165,0.183478908,0.85,0.85,0.709166667
174,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.22895,0.147920238,0.253847619,0,0,0,0,0,0,0,0.1578,0.06323,0.154359454,0.190818167,0.183045462,0.85,0.85,0.709166667
175,0.21,0.21,0.21,0.21,0.21,0,0.011445,0,0,0,0.26195,0.16095119,0.257466667,0,0,0,0.011855,0,0,0,0.160655556,0.06514,0.137709162,0.187571333,0.178123613,0.85,0.85,0.709166667
176,0.21,0.21,0.21,0.21,0.21,0.108016667,0.18803,0.015457778,0.059523667,0.027870357,0.280733333,0.16430119,0.267244444,0,0,0.100755556,0.22116,0.015348733,0.057533449,0.031543361,0.149866667,0.06589,0.125753801,0.1879275,0.170815546,0.85,0.85,0.709166667
177,0.21,0.21,0.21,0.21,0.21,0.2786,0.34893,0.153748148,0.230833333,0.191976071,0.291033333,0.177995238,0.2677,0,0,0.264777778,0.39033,0.166639376,0.225088077,0.195969916,0.119577778,0.068875,0.130393177,0.1634645,0.162585546,0.85,0.85,0.709166667
178,0.21,0.21,0.21,0.21,0.21,0.4053,0.471755,0.284605926,0.390111,0.354743571,0.302566667,0.192317857,0.260196825,0,0,0.405488889,0.5065,0.301826706,0.381051936,0.361210336,0.082577778,0.04823,0.114917349,0.1290805,0.114384454,0.85,0.85,0.709166667
179,0.21,0.21,0.21,0.21,0.21,0.5257,0.554945,0.373882222,0.504063667,0.476343571,0.289466667,0.200269048,0.253142857,0,0,0.520811111,0.583595,0.374789669,0.490832269,0.485231597,0.0473,0.037335,0.086146589,0.121854167,0.084084538,0.85,0.85,0.709166667
180,0.21,0.21,0.21,0.21,0.21,0.579683333,0.58181,0.42120963,0.567265,0.551447143,0.263333333,0.186702381,0.25087619,0,0,0.575933333,0.599805,0.422156725,0.561105449,0.563160672,0.045077778,0.04893,0.081038986,0.128655833,0.064497227,0.85,0.85,0.709166667
181,0.21,0.21,0.21,0.21,0.21,0.555516667,0.58218,0.458318519,0.568073667,0.564453214,0.237533333,0.173225,0.22135873,0,0,0.568222222,0.601645,0.452642885,0.579261718,0.587588992,0.047922222,0.05361,0.079226901,0.1322525,0.057551092,0.85,0.85,0.709166667
182,0.21,0.21,0.21,0.21,0.21,0.517616667,0.495355,0.452683704,0.559022,0.556196071,0.2101,0.169985714,0.193203175,0,0,0.521611111,0.531675,0.470712865,0.559073731,0.567498992,0.0485,0.072505,0.077483821,0.138211833,0.055573697,0.85,0.85,0.709166667
183,0.21,0.21,0.21,0.21,0.21,0.413116667,0.38604,0.402639259,0.493431,0.504035357,0.183033333,0.172885714,0.173263492,0,0,0.412644444,0.416535,0.414017934,0.495220923,0.505397311,0.046044444,0.07032,0.077179532,0.141566833,0.053433193,0.85,0.85,0.709166667
184,0.21,0.21,0.21,0.21,0.21,0.249316667,0.22462,0.304966667,0.382714667,0.385563571,0.1701,0.17537619,0.17721746,0,0,0.250633333,0.242135,0.304008577,0.390712244,0.388296639,0.051111111,0.070635,0.085597076,0.144421,0.053431681,0.85,0.85,0.709166667
185,0.21,0.21,0.21,0.21,0.21,0.086116667,0.03629,0.162239259,0.235419333,0.235530714,0.151366667,0.181467857,0.172563492,0,0,0.077133333,0.03343,0.163764912,0.238074218,0.233644958,0.056566667,0.06446,0.092003899,0.147231,0.063017563,0.85,0.85,0.709166667
186,0.21,0.21,0.21,0.21,0.21,0,0,0.011633333,0.063399667,0.063041429,0.13355,0.189388095,0.186426984,0,0,3.33E-05,0,0.008959454,0.064613846,0.061437227,0.082133333,0.076495,0.111700195,0.166135,0.08945084,0.85,0.85,0.709166667
187,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.112866667,0.216072619,0.198685714,0,0,0,0,0,0,0,0.135522222,0.09205,0.132426511,0.199656333,0.12293521,0.85,0.85,0.709166667
188,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.1,0.227428571,0.221874603,0,0,0,0,0,0,0,0.159755556,0.110305,0.143862963,0.226301667,0.137073866,0.85,0.85,0.709166667
189,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.100883333,0.22722381,0.25468254,0,0,0,0,0,0,0,0.181655556,0.12198,0.156330604,0.246474,0.158425798,0.85,0.85,0.709166667
190,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.107166667,0.23135,0.256901587,0,0,0,0,0,0,0,0.168388889,0.12842,0.15348499,0.249047167,0.177862521,0.85,0.85,0.709166667
191,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.122983333,0.233211905,0.289014286,0,0,0,0,0,0,0,0.188855556,0.130115,0.156835283,0.250154667,0.183308319,0.85,0.85,0.709166667
192,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.13225,0.229071429,0.304792063,0,0,0,0,0,0,0,0.204855556,0.13101,0.166616959,0.250251833,0.185014202,0.85,0.85,0.709166667
193,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.148733333,0.214413095,0.339260317,0,0,0,0,0,0,0,0.207688889,0.134635,0.170035478,0.240106833,0.178038403,0.85,0.85,0.709166667
194,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.152416667,0.195263095,0.346503175,0,0,0,0,0,0,0,0.201677778,0.135465,0.177530604,0.229545833,0.17638958,0.85,0.85,0.709166667
195,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.156533333,0.194019048,0.359833333,0,0,0,0,0,0,0,0.224355556,0.1354,0.175490058,0.2220975,0.181842101,0.85,0.85,0.709166667
196,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.168466667,0.18417381,0.375422222,0,0,0,0,0,0,0,0.203666667,0.132755,0.167993567,0.206886,0.181138908,0.85,0.85,0.709166667
197,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.173,0.180284524,0.377084127,0,0,0,0,0,0,0,0.209944444,0.123415,0.165551462,0.197817667,0.177698824,0.85,0.85,0.709166667
198,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.187566667,0.187833333,0.39168254,0,0,0,0,0,0,0,0.195477778,0.118315,0.161431384,0.190807,0.180824874,0.85,0.85,0.709166667
199,0.21,0.21,0.21,0.21,0.21,0,0.010285,0,0,0,0.179216667,0.184090476,0.3754,0,0,0,0.010615,0,0,0,0.192133333,0.11411,0.152880702,0.181740333,0.187502017,0.85,0.85,0.709166667
200,0.21,0.21,0.21,0.21,0.21,0.1029,0.17271,0.016324444,0.060596,0.028942857,0.187833333,0.182363095,0.370861905,0,0,0.099711111,0.20531,0.014093957,0.058394577,0.031813697,0.176966667,0.11215,0.143331774,0.17217,0.191410924,0.85,0.85,0.709166667
201,0.21,0.21,0.21,0.21,0.21,0.265516667,0.337135,0.173277778,0.232044,0.200544286,0.19135,0.190010714,0.366596825,0,0,0.254388889,0.36895,0.187740936,0.230310385,0.202010672,0.142111111,0.11059,0.131041326,0.157368833,0.180847563,0.85,0.85,0.709166667
202,0.21,0.21,0.21,0.21,0.21,0.392766667,0.44442,0.32234963,0.391542667,0.366189286,0.176033333,0.198102381,0.328261905,0,0,0.3786,0.4669,0.328443665,0.386930205,0.374605546,0.091411111,0.0992,0.115844639,0.120943667,0.150041345,0.85,0.85,0.709166667
203,0.21,0.21,0.21,0.21,0.21,0.510916667,0.522465,0.405025926,0.505996333,0.4956325,0.162166667,0.211567857,0.316042857,0,0,0.486422222,0.516945,0.407232554,0.505583603,0.497240924,0.063777778,0.097585,0.089496296,0.111840333,0.115144286,0.85,0.85,0.709166667
204,0.21,0.21,0.21,0.21,0.21,0.548016667,0.53679,0.464917037,0.563763,0.573481429,0.145316667,0.203910714,0.301649206,0,0,0.553066667,0.53958,0.461596491,0.565608462,0.572382017,0.045577778,0.10941,0.075457115,0.114516833,0.096396975,0.85,0.85,0.709166667
205,0.21,0.21,0.21,0.21,0.21,0.519566667,0.52577,0.510117778,0.566935667,0.5924125,0.127333333,0.19657619,0.274474603,0,0,0.513944444,0.53909,0.49182846,0.578634962,0.599494874,0.0523,0.113775,0.072317349,0.1138765,0.086278067,0.85,0.85,0.709166667
206,0.21,0.21,0.21,0.21,0.21,0.464633333,0.472145,0.505457778,0.550638667,0.575234643,0.116133333,0.179552381,0.255714286,0,0,0.476366667,0.478395,0.496365887,0.560189551,0.580189244,0.055988889,0.134455,0.076689864,0.115254833,0.085184286,0.85,0.85,0.709166667
207,0.21,0.21,0.21,0.21,0.21,0.39055,0.34873,0.460334074,0.497390667,0.517041429,0.112883333,0.188027381,0.247403175,0,0,0.386288889,0.369365,0.445663938,0.495111372,0.520611849,0.059622222,0.13583,0.090461598,0.122526,0.081582605,0.85,0.85,0.709166667
208,0.21,0.21,0.21,0.21,0.21,0.24825,0.20326,0.345188148,0.388923333,0.397359286,0.098566667,0.180114286,0.241134921,0,0,0.244033333,0.206345,0.344380702,0.385873295,0.395355714,0.060377778,0.141885,0.103029825,0.127375333,0.080086975,0.85,0.85,0.709166667
209,0.21,0.21,0.21,0.21,0.21,0.090633333,0.03451,0.188754815,0.238918667,0.247793571,0.090783333,0.181582143,0.240652381,0,0,0.079866667,0.032145,0.183161014,0.236537885,0.241528992,0.061233333,0.148945,0.124964522,0.132429333,0.086644034,0.85,0.85,0.709166667
