Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind,ALL_EGcoal,ALL_EGgas,ALL_EGnuclear
4993,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.615716667,0.489088095,0.731360317,0,0,0,0,0,0,0,0.307355556,0.183425,0.210821248,0.421153333,0.394390588,0.85,0.85,0.709166667
4994,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.595966667,0.471129762,0.725646032,0,0,0,0,0,0,0,0.297722222,0.17715,0.21172846,0.415956667,0.387384034,0.85,0.85,0.709166667
4995,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.587066667,0.464244048,0.713960317,0,0,0,0,0,0,0,0.302,0.16821,0.21159883,0.410558833,0.390334202,0.85,0.85,0.709166667
4996,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.572866667,0.45979881,0.727277778,0,0,0,0,0,0,0,0.300888889,0.15036,0.21368694,0.399745667,0.391708571,0.85,0.85,0.709166667
4997,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.5326,0.46860119,0.737333333,0,0,0,0,0,0,0,0.280333333,0.15722,0.20634386,0.397131833,0.377523782,0.85,0.85,0.709166667
4998,0.55,0.55,0.55,0.55,0.55,0.000333333,0.01367,0,0,0,0.512916667,0.461147619,0.725661905,0,0,0.002466667,0.015735,0,0,0,0.304222222,0.16012,0.206018519,0.378357667,0.367101345,0.85,0.85,0.709166667
4999,0.55,0.55,0.55,0.55,0.55,0.05465,0.097185,0.023908889,0.009878667,0.011397143,0.473116667,0.441934524,0.710514286,0,0,0.058944444,0.100675,0.025164522,0.008780744,0.012139916,0.270744444,0.13094,0.18868616,0.3636925,0.355482185,0.85,0.85,0.709166667
5000,0.55,0.55,0.55,0.55,0.55,0.14875,0.214535,0.095408889,0.103448,0.08313,0.44375,0.428847619,0.712630159,0,0,0.1698,0.22119,0.0998154,0.100256474,0.08488084,0.227622222,0.109795,0.164621832,0.327002167,0.331006303,0.85,0.85,0.709166667
5001,0.55,0.55,0.55,0.55,0.55,0.287833333,0.309455,0.189611111,0.229113333,0.185567143,0.39865,0.401872619,0.720660317,0,0,0.286777778,0.342455,0.203733723,0.230394115,0.186842941,0.176088889,0.111485,0.150734308,0.291289167,0.291685966,0.85,0.85,0.709166667
5002,0.55,0.55,0.55,0.55,0.55,0.39745,0.41367,0.286460741,0.350751333,0.282445357,0.395266667,0.382954762,0.706428571,0,0,0.399833333,0.44168,0.308244444,0.356828577,0.281450672,0.175411111,0.11771,0.15112924,0.304768333,0.312467479,0.85,0.85,0.709166667
5003,0.55,0.55,0.55,0.55,0.55,0.459866667,0.497185,0.35978963,0.449680667,0.361678929,0.364533333,0.378415476,0.691838095,0,0,0.463211111,0.504525,0.391651267,0.453406513,0.371390336,0.176511111,0.128145,0.153977388,0.333738333,0.331723697,0.85,0.85,0.709166667
5004,0.55,0.55,0.55,0.55,0.55,0.489466667,0.507225,0.429434074,0.524654,0.422379286,0.36255,0.377208333,0.700620635,0,0,0.492,0.52397,0.467322807,0.510395141,0.441152605,0.181711111,0.127575,0.153271735,0.340306167,0.351336639,0.85,0.85,0.709166667
5005,0.55,0.55,0.55,0.55,0.55,0.451916667,0.479965,0.409962222,0.538341,0.429022857,0.36165,0.400058333,0.7226,0,0,0.439177778,0.466755,0.450024366,0.5192445,0.435600756,0.202955556,0.13295,0.149396881,0.348222667,0.371671513,0.85,0.85,0.709166667
5006,0.55,0.55,0.55,0.55,0.55,0.4178,0.43659,0.381204444,0.512309,0.423984286,0.351133333,0.408322619,0.719479365,0,0,0.414411111,0.431055,0.416725536,0.501427936,0.418855042,0.213455556,0.14514,0.143038986,0.356290833,0.382489664,0.85,0.85,0.709166667
5007,0.55,0.55,0.55,0.55,0.55,0.338433333,0.35458,0.358551111,0.458033667,0.408144643,0.361483333,0.418827381,0.735996825,0,0,0.354977778,0.35193,0.379481287,0.450355,0.389342605,0.210266667,0.157255,0.137522222,0.356466,0.398993361,0.85,0.85,0.709166667
5008,0.55,0.55,0.55,0.55,0.55,0.2634,0.25857,0.298108889,0.366477333,0.323649286,0.372883333,0.449208333,0.741347619,0,0,0.258077778,0.245385,0.306502729,0.362345179,0.300306303,0.223933333,0.17669,0.12829883,0.353974,0.410473277,0.85,0.85,0.709166667
5009,0.55,0.55,0.55,0.55,0.55,0.158616667,0.137415,0.205957037,0.249678,0.2224825,0.3884,0.477063095,0.760414286,0,0,0.152066667,0.13316,0.215395517,0.239537513,0.21295,0.245944444,0.172605,0.131307602,0.3540505,0.411752437,0.85,0.85,0.709166667
5010,0.55,0.55,0.55,0.55,0.55,0.053416667,0.033285,0.110157037,0.106333333,0.113009286,0.404116667,0.478438095,0.772412698,0,0,0.0508,0.032115,0.110639961,0.108825218,0.110638824,0.244166667,0.14794,0.133610721,0.343287667,0.388233613,0.85,0.85,0.709166667
5011,0.55,0.55,0.55,0.55,0.55,0.000366667,0,0.026371111,0.009760333,0.023536071,0.416483333,0.471014286,0.767536508,0,0,0.000122222,0,0.026649123,0.009894103,0.021428824,0.2569,0.15984,0.136688889,0.3520935,0.383717059,0.85,0.85,0.709166667
5012,0.55,0.55,0.55,0.55,0.55,0,0,0.000144444,0,0,0.4224,0.49,0.740833333,0,0,0,0,0.000173099,0,1.14E-05,0.265111111,0.148305,0.138861014,0.376004833,0.383825042,0.85,0.85,0.709166667
5013,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.434533333,0.487471429,0.718860317,0,0,0,0,0,0,0,0.301888889,0.12846,0.150134503,0.3901925,0.395232185,0.85,0.85,0.709166667
5014,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.4209,0.487903571,0.702844444,0,0,0,0,0,0,0,0.312544444,0.116185,0.164938596,0.402080833,0.396447899,0.85,0.85,0.709166667
5015,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.419516667,0.487340476,0.703179365,0,0,0,0,0,0,0,0.311444444,0.12981,0.189193762,0.3974785,0.398517227,0.85,0.85,0.709166667
5016,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.421483333,0.473510714,0.697644444,0,0,0,0,0,0,0,0.303111111,0.13885,0.188332943,0.408883667,0.40205479,0.85,0.85,0.709166667
5017,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.413666667,0.479079762,0.71125873,0,0,0,0,0,0,0,0.309488889,0.14621,0.188423392,0.412384167,0.414606218,0.85,0.85,0.709166667
5018,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.416383333,0.460819048,0.704012698,0,0,0,0,0,0,0,0.2919,0.15361,0.185081092,0.404149167,0.411103613,0.85,0.85,0.709166667
5019,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.3819,0.450185714,0.716079365,0,0,0,0,0,0,0,0.280677778,0.153505,0.178112865,0.398275833,0.38936958,0.85,0.85,0.709166667
5020,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.378783333,0.448215476,0.708561905,0,0,0,0,0,0,0,0.269133333,0.143265,0.184111696,0.3941555,0.397299748,0.85,0.85,0.709166667
5021,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.377466667,0.431084524,0.713307937,0,0,0,0,0,0,0,0.240922222,0.157955,0.179623002,0.391261167,0.394213613,0.85,0.85,0.709166667
5022,0.55,0.55,0.55,0.55,0.55,0.000266667,0.014455,0,0,0,0.365466667,0.427066667,0.710612698,0,0,0.002266667,0.016945,0,0,0,0.236988889,0.134225,0.180424951,0.378577167,0.390507731,0.85,0.85,0.709166667
5023,0.55,0.55,0.55,0.55,0.55,0.059033333,0.09876,0.025627407,0.009289,0.011425357,0.361766667,0.416146429,0.692426984,0,0,0.057733333,0.10249,0.024246394,0.008198897,0.012067815,0.231211111,0.11574,0.185009357,0.3617785,0.370986303,0.85,0.85,0.709166667
5024,0.55,0.55,0.55,0.55,0.55,0.171766667,0.20978,0.107831852,0.102187,0.087986786,0.321666667,0.413539286,0.6972,0,0,0.160111111,0.208265,0.106857115,0.098271346,0.087265546,0.212844444,0.111965,0.150408187,0.324966333,0.348553445,0.85,0.85,0.709166667
5025,0.55,0.55,0.55,0.55,0.55,0.28815,0.30935,0.217931111,0.233036333,0.194396429,0.309816667,0.397933333,0.693225397,0,0,0.265811111,0.29997,0.224532554,0.233369782,0.196602857,0.197466667,0.11116,0.13092924,0.289226667,0.318394286,0.85,0.85,0.709166667
5026,0.55,0.55,0.55,0.55,0.55,0.366983333,0.394315,0.325765926,0.35985,0.299660714,0.310316667,0.382247619,0.667836508,0,0,0.345277778,0.399355,0.32142729,0.357790615,0.29484958,0.202444444,0.120225,0.130230409,0.291083,0.333176807,0.85,0.85,0.709166667
5027,0.55,0.55,0.55,0.55,0.55,0.422666667,0.472715,0.397543704,0.458716667,0.385839643,0.30425,0.377379762,0.669714286,0,0,0.416488889,0.45488,0.410661988,0.450239679,0.389941933,0.212877778,0.119915,0.137955361,0.312036667,0.339552185,0.85,0.85,0.709166667
5028,0.55,0.55,0.55,0.55,0.55,0.449716667,0.483805,0.459713333,0.521315667,0.441616071,0.30745,0.38407619,0.67035873,0,0,0.457788889,0.50641,0.477931384,0.509453833,0.442248067,0.208144444,0.127415,0.13537193,0.331056833,0.356156471,0.85,0.85,0.709166667
5029,0.55,0.55,0.55,0.55,0.55,0.432883333,0.47598,0.453297037,0.531478,0.447808929,0.319016667,0.374980952,0.698703175,0,0,0.420522222,0.488555,0.456750097,0.517098769,0.439964118,0.218177778,0.14014,0.13717115,0.327914333,0.381877395,0.85,0.85,0.709166667
5030,0.55,0.55,0.55,0.55,0.55,0.37925,0.451125,0.454855556,0.518552333,0.437322143,0.338433333,0.403765476,0.704168254,0,0,0.401544444,0.43803,0.429942885,0.491865603,0.422872353,0.234611111,0.150595,0.146516569,0.332004,0.394598487,0.85,0.85,0.709166667
5031,0.55,0.55,0.55,0.55,0.55,0.3264,0.3546,0.411835556,0.452961333,0.389400357,0.3626,0.411105952,0.725090476,0,0,0.361622222,0.36584,0.401013255,0.448777705,0.393042773,0.2324,0.15069,0.137966277,0.341209333,0.412465966,0.85,0.85,0.709166667
5032,0.55,0.55,0.55,0.55,0.55,0.247733333,0.257545,0.33402963,0.352031333,0.318515,0.381216667,0.450732143,0.748631746,0,0,0.247277778,0.252625,0.33224386,0.354318397,0.312103361,0.239622222,0.151085,0.140889474,0.344906,0.399097563,0.85,0.85,0.709166667
5033,0.55,0.55,0.55,0.55,0.55,0.1424,0.14077,0.221436296,0.234305,0.226340714,0.399016667,0.474054762,0.757104762,0,0,0.148544444,0.127125,0.226884211,0.240709436,0.212302353,0.237966667,0.159455,0.140152827,0.343151333,0.398960336,0.85,0.85,0.709166667
5034,0.55,0.55,0.55,0.55,0.55,0.053366667,0.033035,0.114165926,0.105930667,0.115508214,0.436533333,0.469270238,0.77994127,0,0,0.0514,0.03012,0.112105068,0.108230115,0.11302,0.235055556,0.18315,0.130432749,0.3273285,0.380817059,0.85,0.85,0.709166667
5035,0.55,0.55,0.55,0.55,0.55,0.000266667,0,0.027974074,0.009736333,0.024182857,0.4595,0.485825,0.756068254,0,0,6.67E-05,0,0.027535283,0.009636897,0.021794118,0.234055556,0.171295,0.132717544,0.337999167,0.37831042,0.85,0.85,0.709166667
5036,0.55,0.55,0.55,0.55,0.55,0,0,0.000222222,0,0,0.4869,0.489767857,0.760655556,0,0,0,0,0.000195517,0,1.43E-06,0.272944444,0.18961,0.129316374,0.363749833,0.386375042,0.85,0.85,0.709166667
5037,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.48785,0.483217857,0.738701587,0,0,0,0,0,0,0,0.289577778,0.18651,0.142234308,0.377049167,0.393267731,0.85,0.85,0.709166667
5038,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.506516667,0.491788095,0.719353968,0,0,0,0,0,0,0,0.296822222,0.16379,0.149420078,0.382293833,0.396071597,0.85,0.85,0.709166667
5039,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.508,0.474230952,0.693301587,0,0,0,0,0,0,0,0.3012,0.177205,0.159118519,0.382469833,0.406817815,0.85,0.85,0.709166667
5040,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.525283333,0.469269048,0.690487302,0,0,0,0,0,0,0,0.295233333,0.195455,0.170906043,0.393206833,0.408869664,0.85,0.85,0.709166667
5041,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.520083333,0.477722619,0.69097619,0,0,0,0,0,0,0,0.291088889,0.19993,0.178245419,0.392108333,0.417831092,0.85,0.85,0.709166667
5042,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.5212,0.486770238,0.707631746,0,0,0,0,0,0,0,0.294111111,0.19487,0.186543665,0.389646167,0.415071765,0.85,0.85,0.709166667
5043,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.480333333,0.471070238,0.7048,0,0,0,0,0,0,0,0.286311111,0.20557,0.180803119,0.384971333,0.392407395,0.85,0.85,0.709166667
5044,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.470916667,0.457091667,0.695463492,0,0,0,0,0,0,0,0.291722222,0.203255,0.170100975,0.373696,0.381421513,0.85,0.85,0.709166667
5045,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.446833333,0.460365476,0.680174603,0,0,0,0,0,0,0,0.297644444,0.20916,0.171575439,0.375494833,0.382029496,0.85,0.85,0.709166667
5046,0.55,0.55,0.55,0.55,0.55,0.000233333,0.013895,0,0,0,0.4269,0.429479762,0.674779365,0,0,0.0022,0.015455,0,0,0,0.2731,0.22247,0.16281423,0.355404667,0.362268235,0.85,0.85,0.709166667
5047,0.55,0.55,0.55,0.55,0.55,0.0559,0.096215,0.023868148,0.009645667,0.011019286,0.431416667,0.419239286,0.680192063,0,0,0.055,0.09723,0.023483821,0.008608013,0.01168,0.2334,0.20595,0.1673846,0.338070833,0.345412689,0.85,0.85,0.709166667
5048,0.55,0.55,0.55,0.55,0.55,0.157783333,0.20356,0.10127037,0.100961667,0.087996071,0.4524,0.399642857,0.659815873,0,0,0.156655556,0.20157,0.108358674,0.09682059,0.089686723,0.200144444,0.186485,0.138859259,0.306382667,0.308433109,0.85,0.85,0.709166667
5049,0.55,0.55,0.55,0.55,0.55,0.2712,0.30837,0.208134074,0.23507,0.194245,0.446816667,0.393114286,0.656665079,0,0,0.274333333,0.29487,0.226115789,0.223007372,0.196511176,0.195366667,0.178025,0.118693957,0.267361,0.271598824,0.85,0.85,0.709166667
5050,0.55,0.55,0.55,0.55,0.55,0.3731,0.398745,0.30783037,0.343663667,0.303381071,0.435716667,0.376766667,0.639892063,0,0,0.372722222,0.38341,0.327944639,0.343267577,0.298377479,0.205977778,0.189875,0.116350292,0.279009167,0.282234454,0.85,0.85,0.709166667
5051,0.55,0.55,0.55,0.55,0.55,0.445916667,0.442765,0.396219259,0.445491667,0.395646429,0.4298,0.3865,0.64958254,0,0,0.43,0.443575,0.419233333,0.435697231,0.385745126,0.204677778,0.17529,0.113926706,0.300799167,0.307816975,0.85,0.85,0.709166667
5052,0.55,0.55,0.55,0.55,0.55,0.476883333,0.46523,0.458954074,0.490668667,0.446197857,0.411383333,0.3854,0.635449206,0,0,0.4628,0.461795,0.464676608,0.488620526,0.436169748,0.205811111,0.172165,0.104759259,0.321610167,0.32882,0.85,0.85,0.709166667
5053,0.55,0.55,0.55,0.55,0.55,0.4803,0.42359,0.458402963,0.499786333,0.454462143,0.413183333,0.394970238,0.659833333,0,0,0.466222222,0.45514,0.454840936,0.488821256,0.443634454,0.192133333,0.184505,0.103693567,0.328627167,0.349284622,0.85,0.85,0.709166667
5054,0.55,0.55,0.55,0.55,0.55,0.42325,0.385775,0.438700741,0.493779333,0.438093929,0.4349,0.405795238,0.688996825,0,0,0.4332,0.403905,0.440194542,0.473365244,0.429431849,0.1943,0.18647,0.107616764,0.337839333,0.369870252,0.85,0.85,0.709166667
5055,0.55,0.55,0.55,0.55,0.55,0.330383333,0.3098,0.39867037,0.423977667,0.394633571,0.450466667,0.421927381,0.723001587,0,0,0.346344444,0.3242,0.391372515,0.422918423,0.388304202,0.208544444,0.18826,0.10257271,0.326865,0.373483109,0.85,0.85,0.709166667
5056,0.55,0.55,0.55,0.55,0.55,0.2455,0.24043,0.301643704,0.333531333,0.319995,0.474183333,0.434667857,0.739674603,0,0,0.257266667,0.22547,0.314299025,0.331359064,0.312597815,0.198066667,0.18495,0.110762183,0.325897667,0.386183193,0.85,0.85,0.709166667
5057,0.55,0.55,0.55,0.55,0.55,0.143233333,0.127875,0.210293333,0.228799333,0.225548929,0.507333333,0.443602381,0.751147619,0,0,0.147488889,0.13027,0.223817154,0.226534628,0.214299916,0.226877778,0.175605,0.103661988,0.320488,0.372124622,0.85,0.85,0.709166667
5058,0.55,0.55,0.55,0.55,0.55,0.051883333,0.03136,0.111486667,0.104557,0.115958571,0.537633333,0.456420238,0.744801587,0,0,0.049977778,0.03176,0.111036257,0.102883551,0.111091429,0.234266667,0.194295,0.122235673,0.313996333,0.364258319,0.85,0.85,0.709166667
5059,0.55,0.55,0.55,0.55,0.55,0.000116667,0,0.027347407,0.009373667,0.025021786,0.558183333,0.461336905,0.753746032,0,0,7.78E-05,0,0.027636257,0.009388385,0.022745126,0.262511111,0.19604,0.125060819,0.319673,0.358549412,0.85,0.85,0.709166667
5060,0.55,0.55,0.55,0.55,0.55,0,0,0.000188889,0,0,0.553133333,0.46407381,0.752428571,0,0,0,0,0.000143665,0,0,0.2963,0.19648,0.135733528,0.334534833,0.368023025,0.85,0.85,0.709166667
5061,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.54505,0.467066667,0.72062381,0,0,0,0,0,0,0,0.327166667,0.2056,0.128503899,0.358663333,0.369558992,0.85,0.85,0.709166667
5062,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.576066667,0.460266667,0.724992063,0,0,0,0,0,0,0,0.324466667,0.211095,0.157503899,0.358350167,0.372658739,0.85,0.85,0.709166667
5063,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.577966667,0.476671429,0.691263492,0,0,0,0,0,0,0,0.319944444,0.20674,0.179490448,0.359541667,0.369358908,0.85,0.85,0.709166667
5064,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.564916667,0.478172619,0.695722222,0,0,0,0,0,0,0,0.3185,0.20087,0.204284016,0.373514167,0.383832185,0.85,0.85,0.709166667
5065,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.56095,0.477391667,0.699165079,0,0,0,0,0,0,0,0.3205,0.19314,0.213881092,0.391102333,0.395837227,0.85,0.85,0.709166667
5066,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.56415,0.471488095,0.701277778,0,0,0,0,0,0,0,0.301766667,0.2005,0.222839961,0.391653,0.393187983,0.85,0.85,0.709166667
5067,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.5288,0.458555952,0.727669841,0,0,0,0,0,0,0,0.275666667,0.19307,0.215515789,0.393295833,0.382742857,0.85,0.85,0.709166667
5068,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.542433333,0.446939286,0.736706349,0,0,0,0,0,0,0,0.237622222,0.193015,0.209402729,0.387220833,0.372058403,0.85,0.85,0.709166667
5069,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.51205,0.428990476,0.739987302,0,0,0,0,0,0,0,0.2133,0.19402,0.207628655,0.398668833,0.366543193,0.85,0.85,0.709166667
5070,0.55,0.55,0.55,0.55,0.55,0.000166667,0.013825,0,0,0,0.513883333,0.42042381,0.733750794,0,0,0.001533333,0.014655,0,0,0,0.217222222,0.195585,0.18751462,0.381745333,0.346309664,0.85,0.85,0.709166667
5071,0.55,0.55,0.55,0.55,0.55,0.0566,0.09381,0.022991852,0.009207333,0.011938929,0.479716667,0.41587619,0.72267619,0,0,0.056111111,0.096725,0.023255361,0.008330667,0.012026807,0.201055556,0.186175,0.178127875,0.3658565,0.33554395,0.85,0.85,0.709166667
5072,0.55,0.55,0.55,0.55,0.55,0.158116667,0.18562,0.098958519,0.102324333,0.089441786,0.464633333,0.417925,0.718196825,0,0,0.148555556,0.19965,0.106689864,0.098672949,0.091061933,0.1863,0.16231,0.145544639,0.327006,0.297241008,0.85,0.85,0.709166667
5073,0.55,0.55,0.55,0.55,0.55,0.256966667,0.277415,0.194697037,0.236463667,0.201835,0.442566667,0.416145238,0.710434921,0,0,0.2407,0.28709,0.214126706,0.230294372,0.206367899,0.176777778,0.17178,0.127354386,0.2781505,0.26064563,0.85,0.85,0.709166667
5074,0.55,0.55,0.55,0.55,0.55,0.34335,0.3594,0.299801481,0.348815667,0.315755,0.43645,0.376682143,0.694853968,0,0,0.325888889,0.37393,0.323044444,0.359727103,0.305878151,0.1788,0.18335,0.111654776,0.284284167,0.285026807,0.85,0.85,0.709166667
5075,0.55,0.55,0.55,0.55,0.55,0.42615,0.406425,0.379614815,0.445744667,0.414278571,0.393266667,0.36352619,0.675038095,0,0,0.395855556,0.420745,0.406850487,0.460988474,0.39488916,0.159866667,0.175905,0.111571735,0.306051,0.308741008,0.85,0.85,0.709166667
5076,0.55,0.55,0.55,0.55,0.55,0.449666667,0.41921,0.421145926,0.511121,0.464428571,0.388183333,0.362413095,0.695009524,0,0,0.426,0.44152,0.447064912,0.523680641,0.450667983,0.152066667,0.17308,0.10414425,0.317920833,0.335433782,0.85,0.85,0.709166667
5077,0.55,0.55,0.55,0.55,0.55,0.423666667,0.41046,0.423741481,0.5259,0.46983,0.384616667,0.372277381,0.707384127,0,0,0.405433333,0.43864,0.459130409,0.525334731,0.453103613,0.161211111,0.194715,0.100619493,0.317013167,0.348841261,0.85,0.85,0.709166667
5078,0.55,0.55,0.55,0.55,0.55,0.389616667,0.400555,0.416262963,0.514112,0.455028929,0.4078,0.378042857,0.732760317,0,0,0.368077778,0.42144,0.450110721,0.500235718,0.460233697,0.144988889,0.18306,0.089407018,0.315988833,0.37075958,0.85,0.85,0.709166667
5079,0.55,0.55,0.55,0.55,0.55,0.314866667,0.351765,0.38761037,0.453422333,0.420562857,0.413966667,0.376191667,0.755609524,0,0,0.298655556,0.34376,0.39068616,0.440241513,0.399825966,0.158955556,0.185305,0.091349123,0.322841833,0.37817563,0.85,0.85,0.709166667
5080,0.55,0.55,0.55,0.55,0.55,0.240066667,0.245665,0.313588148,0.356928333,0.340158571,0.434183333,0.378813095,0.792384127,0,0,0.226455556,0.242625,0.306189084,0.355418756,0.325893866,0.154055556,0.158915,0.09167154,0.327908667,0.380398403,0.85,0.85,0.709166667
5081,0.55,0.55,0.55,0.55,0.55,0.150016667,0.13529,0.224408148,0.241192333,0.232521786,0.440733333,0.404486905,0.774834921,0,0,0.140111111,0.12604,0.219483821,0.244203038,0.237267731,0.158388889,0.16532,0.086517349,0.323625167,0.36745084,0.85,0.85,0.709166667
5082,0.55,0.55,0.55,0.55,0.55,0.051433333,0.03227,0.115751852,0.106610667,0.119406071,0.432366667,0.417120238,0.811487302,0,0,0.048133333,0.031245,0.11344152,0.107885641,0.109285882,0.168644444,0.16329,0.087035673,0.314702,0.346668151,0.85,0.85,0.709166667
5083,0.55,0.55,0.55,0.55,0.55,6.67E-05,0,0.027505185,0.009054667,0.023955357,0.42945,0.445113095,0.784690476,0,0,4.44E-05,0,0.026695906,0.009011679,0.02209563,0.166133333,0.154015,0.090365692,0.33448,0.336229916,0.85,0.85,0.709166667
5084,0.55,0.55,0.55,0.55,0.55,0,0,6.67E-05,0,0,0.4436,0.446483333,0.759855556,0,0,0,0,0.000148733,0,1.43E-06,0.215844444,0.152545,0.095831189,0.364957167,0.342649328,0.85,0.85,0.709166667
5085,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.475083333,0.458545238,0.764257143,0,0,0,0,0,0,0,0.253044444,0.14687,0.100629045,0.384868,0.346013361,0.85,0.85,0.709166667
5086,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.5018,0.463667857,0.730990476,0,0,0,0,0,0,0,0.253811111,0.14542,0.113487135,0.407882,0.342943361,0.85,0.85,0.709166667
5087,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.520683333,0.478186905,0.694380952,0,0,0,0,0,0,0,0.275455556,0.165495,0.13974425,0.4184685,0.342623529,0.85,0.85,0.709166667
5088,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.5239,0.481469048,0.676434921,0,0,0,0,0,0,0,0.249933333,0.173365,0.143706043,0.422939833,0.366549244,0.85,0.85,0.709166667
5089,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.494583333,0.497972619,0.698990476,0,0,0,0,0,0,0,0.265044444,0.178855,0.153815595,0.421252,0.371251513,0.85,0.85,0.709166667
5090,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.569033333,0.498153571,0.701071429,0,0,0,0,0,0,0,0.238377778,0.17621,0.147116374,0.422953,0.36795563,0.85,0.85,0.709166667
5091,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.579466667,0.487583333,0.729331746,0,0,0,0,0,0,0,0.238233333,0.185265,0.142356335,0.421456333,0.369504706,0.85,0.85,0.709166667
5092,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.547933333,0.491284524,0.714185714,0,0,0,0,0,0,0,0.227211111,0.175515,0.145301949,0.422367833,0.368613613,0.85,0.85,0.709166667
5093,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.4729,0.463554762,0.715292063,0,0,0,0,0,0,0,0.200755556,0.18494,0.147005848,0.417614667,0.361332353,0.85,0.85,0.709166667
5094,0.55,0.55,0.55,0.55,0.55,0.000166667,0.013865,0,0,0,0.447733333,0.446259524,0.706912698,0,0,0.002066667,0.0134,0,0,0,0.198422222,0.17607,0.139062183,0.3998725,0.358422605,0.85,0.85,0.709166667
5095,0.55,0.55,0.55,0.55,0.55,0.05755,0.0919,0.02254,0.008927667,0.010726786,0.42965,0.434429762,0.693414286,0,0,0.054744444,0.089715,0.021611891,0.008431564,0.011694454,0.194588889,0.16009,0.132959649,0.3783745,0.345745798,0.85,0.85,0.709166667
5096,0.55,0.55,0.55,0.55,0.55,0.140133333,0.190175,0.097457037,0.101438667,0.085572143,0.411166667,0.431157143,0.704655556,0,0,0.146522222,0.199365,0.103976608,0.099325987,0.087100588,0.156477778,0.13294,0.115266667,0.336107833,0.307392437,0.85,0.85,0.709166667
5097,0.55,0.55,0.55,0.55,0.55,0.23655,0.29931,0.194495556,0.235951,0.192877857,0.4213,0.424244048,0.713606349,0,0,0.245955556,0.307415,0.207217154,0.230210449,0.19271084,0.139855556,0.137555,0.097578363,0.2880835,0.273724622,0.85,0.85,0.709166667
5098,0.55,0.55,0.55,0.55,0.55,0.340316667,0.398375,0.30939037,0.360596,0.2938525,0.424466667,0.396907143,0.712296825,0,0,0.347344444,0.406835,0.319802729,0.352094256,0.294847815,0.128466667,0.151785,0.088315595,0.300862667,0.291818151,0.85,0.85,0.709166667
5099,0.55,0.55,0.55,0.55,0.55,0.3967,0.473925,0.390858519,0.455327333,0.371907857,0.393633333,0.400514286,0.703869841,0,0,0.433688889,0.47423,0.399966472,0.454082821,0.37870084,0.132477778,0.158545,0.090735867,0.319209833,0.320824286,0.85,0.85,0.709166667
